ID|GTIN|Identifier_exists|Title|Availability|availability_date|"Brand name"|Link|"Image URL"|"Item subtitle"|Description|product_type|Condition|Price|"Sale Price"|"Contextual keywords"|Google_product_category|size|shipping
58868||false|"Corona 5ft Dining Table - Distressed Waxed Pine"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/400-403-007-corona-5FT-dining-table-distressed-waxed-pine|https://murphyfurniture.ie/47833-large_default/400-403-007-corona-5FT-dining-table-distressed-waxed-pine.jpg|"Corona 5FT Dining Table - Distressed Waxed Pine"|"This Corona dining table will add a traditional feel to any home. The distressed waxed pine finish together with the black studs compliment the enhanced grain of the pine. This table is perfect for seating 4-6 people. Complete the set with matching Corona dining chairs sold separately.
Dimensions W x D x H: 1520 x 920 x 755 mm
Product information:

Top Thickness 25 mm
Leg Thickness 85 mm
Height Of Frame H635 mm

*Other furniture & accessories not included.
Please remember to measure your space before ordering.
Flat packed, assembly will be required."|Furniture|new|"219 EUR"||Corona;5FT;Dining;Table;-;Distressed;Waxed;Pine|436||"IE:::0 EUR"
58876||false|"Corona 6 Drawer Chest - Distressed Waxed Pine"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/100-102-027-corona-6-drawer-chest-distressed-waxed-pine|https://murphyfurniture.ie/156756-large_default/100-102-027-corona-6-drawer-chest-distressed-waxed-pine.jpg|"Corona 6 Drawer Chest - Distressed Waxed Pine"|"The Corona drawer chest combines rustic charm with practical storage, featuring a distinctive distressed waxed pine finish. Its graduated design provides versatility, with deep lower drawers for bulkier items and shallow upper drawers for smaller essentials. Complemented by signature black metal fittings and studs, this piece embodies the authentic Corona style. Designed for both durability and visual appeal, it seamlessly blends into traditional and rustic interiors. For added safety, an anti-tip strap is included, ensuring stability and peace of mind.
Key Features:

Distressed waxed pine finish for a rustic, authentic look
Graduated drawer design with deep lower drawers for bulkier items and shallow upper drawers for smaller essentials
Distinctive black metal fittings and studs for a signature Corona style
Spacious storage solution to keep your space organized
Anti-tip strap included for enhanced stability and safety
Flat packed for easy transportation with assembly required

Dimensions:

Chest: 1330 x 490 x 1045 mm
Small Internal Drawer Space: W500 x D365 x H180 mm
Small Drawer Front Size: W530 x H200 mm
Large Internal Drawer Space: W500 x D365 x H305 mm
Large Drawer Front Size: W530 x H325 mm

Flat packed, assembly will be required."|Furniture|new|"339 EUR"||Corona;6;Drawer;Chest;-;Distressed;Waxed;Pine|436||"IE:::0 EUR"
58879||false|"Corona Budget Dining Set - Distressed Waxed Pine"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/400-401-152-corona-budget-dining-set-distressed-waxed-pine|https://murphyfurniture.ie/102471-large_default/400-401-152-corona-budget-dining-set-distressed-waxed-pine.jpg|"Corona Budget Dining Set - Distressed Waxed Pine"|"This Corona dining set will add a traditional feel to any home. The distressed waxed pine finish together with the black studs compliment the enhanced grain of the pine. The set includes a rectangular dining table and 4 chairs. Its a stylish, attractive and practical piece at an affordable price. 
Dimensions W x D x H: 
Table - 1000 x 800 x 750 mm
Chair - 400 x 485 x 990 mm
Product information:
Table:
Top Thickness 18 mm
Leg Thickness 65 X 40 mm
Height Below Frame 640 mm
Chair:
Seat Pad Size W405 D455 mm
Seat Pad Height 450 mm
Backrest Size H540 mm
Leg Thickness 55 X 25 mm
Compatible With Faux Leather Seat Pad
*Other furniture &amp; accessories not included.
Please remember to measure your space before ordering.
Flat packed, assembly will be required."|Furniture|new|"229 EUR"||Corona;Budget;Dining;Set;-;Distressed;Waxed;Pine|436||"IE:::0 EUR"
58888||false|"Corona Corner Unit - Distressed Waxed Pine"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/400-406-007-corona-corner-unit-distressed-waxed-pine|https://murphyfurniture.ie/82153-large_default/400-406-007-corona-corner-unit-distressed-waxed-pine.jpg|"Corona Corner Unit - Distressed Waxed Pine"|"This sturdy and practical Corona corner bookcase is a truly ideal home addition if you have an empty corner and are in need of extra shelves. 3 shelves and a spacious cabinet make storing and displaying your items super easy. All of the shelves are optimised in size to make reaching for any items hassle-free and convenient. It boasts a distressed waxed pine finish, while the distinctive black metal handle and studs are features that go hand in hand with the range which gives it the authentic Corona look.
Dimensions W x D x H: 760 x 370 x 1875 mm
Product information:
Top Shelf Space W685 D305 H380 mm
Middle Shelf Space W685 D305 H350 mm
Bottom Shelf Space W685 D305 H350 mm
Cupboard Space W685 D305 H530 mm
Door Size W425 H495 mm
Anti-Tip Strap Included
*Other furniture &amp; accessories not included.
Please remember to measure your space before ordering.
Flat packed, assembly will be required."|Furniture|new|"179 EUR"||Corona;Corner;Unit;-;Distressed;Waxed;Pine|436||"IE:::0 EUR"
58903||false|"Corona Medium Bookcase - Distressed Waxed Pine"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/300-306-007-corona-medium-bookcase-distressed-waxed-pine|https://murphyfurniture.ie/102468-large_default/300-306-007-corona-medium-bookcase-distressed-waxed-pine.jpg|"Corona Medium Bookcase - Distressed Waxed Pine"|"The Corona bookshelf boasts a distressed waxed pine finish. Designed with 4 spacious compartments, the bookshelf offers ample storage space for keeping your magazines, books, DVDs, multimedia devices and other decorative items well organised and within reach. Additionally it is also a perfect storage solution for your hallway and any other living space. The distinctive black metal studs are features that go hand in hand with the range which gives it the authentic Corona look.
Dimensions W x D x H: 835 x 290 x 1500 mm
Product information: 
Top Shelf Space W745 D230 H320 mm
2nd Shelf Space W745 D230 H335 mm
3rd Shelf Space W745 D230 H325 mm
Bottom Shelf Space W745 D230 H350 mm
Top Shelf Opening Height 260 mm
Shelf Opening Width 650 mm
Shelves Adjustable By 65 mm
Anti-Tip Strap Included
*Other furniture &amp; accessories not included.
Please remember to measure your space before ordering.
Flat packed, assembly will be required. "|Furniture|new|"139 EUR"||Corona;Medium;Bookcase;-;Distressed;Waxed;Pine|436||"IE:::0 EUR"
58904||false|"Corona Nest Of Tables - Distressed Waxed Pine"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/300-303-010-corona-nest-of-tables-distressed-waxed-pine|https://murphyfurniture.ie/158704-large_default/300-303-010-corona-nest-of-tables-distressed-waxed-pine.jpg|"Corona Nest Of Tables - Distressed Waxed Pine"|"This beautifully crafted nest of tables brings a traditional charm to any home. The distressed waxed pine finish enhances the natural grain of the wood, while black metal studs add a rustic touch. Designed for both style and practicality, the spacious tabletop is perfect for displaying a vase, statuette, or decorative items, while the two smaller tables provide additional surface space when needed. A perfect space-saving solution, this set is ideal for compact living areas, small homes, or apartments.
Key Features:


Traditional Design – Distressed waxed pine finish enhances the wood grain for a classic, rustic look.


Space-Saving Solution – Three nesting tables provide flexible surface space while minimizing clutter.


Versatile Use – Ideal for displaying décor, holding drinks, or serving as extra side tables.


Durable Construction – Sturdy pine wood build with a 20mm thick tabletop for lasting durability.


Rustic Detailing – Black metal studs add character and complement the traditional aesthetic.


Dimensions:


Large Table: 660 x 435 x 535 mm


Medium Table: 520 x 380 x 445 mm


Small Table: 380 x 320 x 350 mm


Top Thickness: 20 mm


Leg Thickness: 40 mm



Flat packed, assembly will be required."|Furniture|new|"89 EUR"||Corona;Nest;Of;Tables;-;Distressed;Waxed;Pine|436||"IE:::0 EUR"
58908||false|"Corona 3x Plant Stand - Distressed Waxed Pine"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/300-320-003-corona-3x-plant-stands-distressed-waxed-pine|https://murphyfurniture.ie/158695-large_default/300-320-003-corona-3x-plant-stands-distressed-waxed-pine.jpg|"Corona 3x Plant Stand - Distressed Waxed Pine"|"This charming Corona set of three plant stands brings a traditional touch to any space. Crafted with a distressed waxed pine finish, the natural wood grain is beautifully enhanced, while black metal handles and studs add rustic character. Each stand features a convenient drawer and a lower shelf, offering practical storage for letters, keys, ornaments, or candles. Perfect for showcasing plants or decorative items, these versatile stands make a stylish and functional addition to any home.
Key Features:

Classic Rustic Design – Distressed waxed pine finish with black metal accents for a traditional look.
Multi-Purpose Use – Ideal for displaying plants, candles, or decorative pieces in any room.
Convenient Storage – Each stand includes a drawer and a lower shelf for extra organization.
Space-Saving Solution – Three different sizes allow for flexible placement and nesting when not in use.
Sturdy Construction – Durable wood design ensures stability and long-lasting use.

Dimensions:

Large Stand: 250 x 270 x 730 mm
Medium Stand: 250 x 270 x 630 mm
Small Stand: 250 x 270 x 530 mm
Internal Drawer Space: W135 x D170 x H75 mm
Front Size Drawer: W170 x H90 mm
Shelf Space: W175 x D210 mm
Space Above Large Shelf: 480 mm
Space Above Medium Shelf: 380 mm
Space Above Small Shelf: 280 mm
Shelf Height From Ground: 120 mm

Flat packed, assembly will be required."|Furniture|new|"69 EUR"||Corona;3x;Plant;Stand;-;Distressed;Waxed;Pine|436||"IE:::0 EUR"
58912||false|"Corona Tall Bookcase - Distressed Waxed Pine"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/300-306-008-corona-tall-bookcase-distressed-waxed-pine|https://murphyfurniture.ie/102464-large_default/300-306-008-corona-tall-bookcase-distressed-waxed-pine.jpg|"Corona Tall Bookcase - Distressed Waxed Pine"|"This Corona bookcase boasts a distressed waxed pine and is both functional and stylish. Designed with 5 spacious compartments, the bookcase offers ample storage space for keeping your magazines, books, DVDs, multimedia devices and other decorative items well organised and within reach. The distinctive black metal fittings and studs are features that go hand in hand with the range which gives it the authentic Corona look. Additionally it is also a perfect storage solution for your hallway and any other living space.
Dimensions W x D x H:

810 x 445 x 1820 mm
Top Shelf Opening Height 330 mm
Opening Width 630 mm
Shelves Adjustable By 65 mm
Anti-tip Strap Included

Flat packed, assembly will be required. "|Furniture|new|"219 EUR"||Corona;Tall;Bookcase;-;Distressed;Waxed;Pine|436||"IE:::0 EUR"
58914||false|"Corona Trio Bedroom Set - Distressed Waxed Pine"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/100-108-001-corona-trio-set-distressed-waxed-pine|https://murphyfurniture.ie/102463-large_default/100-108-001-corona-trio-set-distressed-waxed-pine.jpg|"Corona Trio Bedroom Set - Distressed Waxed Pine"|"The Corona bedroom range is a range of Mexican inspired bedroom furniture made from solid pine with a distressed wax finish, wood carving detail and eye-catching hinges and handles. The 3 piece Corona set is comprised of the Corona 2 door all hanging wardrobe, the Corona 2+2 chest and the Corona 1 door 1 drawer bedside locker. 
Dimensions W X D X H:

Bedside locker: 530 x 390 x 670 mm
Chest: 920 x 485 x 1050 mm
Wardrobe: 1035 x 565 x 1890 mm

Flat packed, assembly will be required. "|Furniture|new|"629 EUR"||Corona;Trio;Bedroom;Set;-;Distressed;Waxed;Pine|436||"IE:::0 EUR"
58936||false|"Felix 3ft Low Sleeper Bedframe - Grey"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/200-206-015-felix-low-sleeper-bedframe-grey|https://murphyfurniture.ie/158388-large_default/200-206-015-felix-low-sleeper-bedframe-grey.jpg|"Felix 3FT Low Sleeper Bedframe - Grey"|"The Felix Low Sleeper Bed is a fresh and minimalist addition to any child’s bedroom, designed to blend seamlessly with both boys' and girls' décor. Its compact, space-saving design includes built-in storage beneath the bed, ideal for books, toys, and other essentials. Crafted with child-friendly curved corners and raised safety borders to prevent falls, this bed offers both comfort and peace of mind. The sturdy ladder provides an easy climb for younger children and can be positioned on either side for added flexibility. Finished in a modern grey, the Felix Low Sleeper is a stylish and practical choice for any home.
Key Features:


Space-saving design with integrated storage compartments


Child-friendly curved corners for enhanced safety


Raised safety borders to prevent falls during sleep


Versatile ladder position – can be assembled on either side


Durable grey finish for a modern and timeless look


15 wooden slats for strong mattress support


Dimensions:


Low Sleeper Bed: 1980 x 1310 x 1000 mm


Head/Footboard Width: 960 mm


Head/Footboard Height: 1000 mm / 800 mm


Height of Side Rail: 905 mm


Height Below Side Rail: 510 mm


Height of/Below Bed Base: 565 mm / 520 mm


Slat Quantity: 15


Slat Size: 55 x 15 mm


Top Left/Right Shelf Space: 635 x 370 x 195 mm


Bottom Left/Right Shelf Space: 635 x 370 x 205 mm


Internal Drawer Space: 545 x 335 x 120 mm


Front Size Drawer: 595 x 175 mm


Flat packed, assembly will be required."|Furniture|new|"409 EUR"||Felix;3FT;Low;Sleeper;Bedframe;-;Grey|436||"IE:::0 EUR"
58975||false|"Kelly 4ft6 Bed - Black"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/200-203-020-kelly-4ft6-bedframe-black-metal|https://murphyfurniture.ie/49358-large_default/200-203-020-kelly-4ft6-bedframe-black-metal.jpg|"Kelly 4FT6 Bed - Black"|"This Kelly 4'6 bedframe boasts a bold, robust design that will add a touch of sophistication to your bedroom. It has a sleek black finish and an elegant and modern crisis cross design on the headboard and footboard. A sprung slatted base provides added support and comfort.
Dimensions W x D x H: 1450 x 2000 x 970 mm
Product information:

Height Below Siderail 300
Height of Bed Base 355
Height Below Bed Base 345
Footboard Height 515
Headboard Height 970
Tube Thickness 50
Slat Quantity X 26
Slat Size 53 X 9

*Other furniture & accessories not included. 
Please measure your available space before ordering.
Flat packed, assembly will be required."|Furniture|new|"199 EUR"||Kelly;4FT6;Bed;-;Black|436||"IE:::0 EUR"
58989||false|"Lisbon 2 Door Wardrobe - Black  Wood Grain"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/100-101-057-lisbon-2-door-wardrobe-black-wood-grain|https://murphyfurniture.ie/49542-large_default/100-101-057-lisbon-2-door-wardrobe-black-wood-grain.jpg|"Lisbon 2 Door Wardrobe - Black  Wood Grain"|"The Lisbon 2 door wardrobe has a black wood grain finish. Inside the double doors is a hanging rail with a shelf above and below it, ideal for shoes, handbags etc. Other features include metal handles, drawer runners and hanging rail and a lockable interior drawer.
Dimensions W x D x H:

Wardrobe: 815 x 535 x 1870 mm
Hanging Area W735 D480 H1235mm
Hanging Rail Height 1160mm
Door Size W365 H1740mm
Shelf Space W735 D400 H275mm
Internal Drawer Space W585 D335 H125mm
Front Size Drawer W640 H170mm
Anti-Tip Strap Included

Flat packed, assembly will be required. "|Furniture|new|"229 EUR"||Lisbon;2;Door;Wardrobe;-;Black;;Wood;Grain|436||"IE:::0 EUR"
58995||false|"Lisbon 3 Door Wardrobe - Black  Wood Grain"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/100-101-058-lisbon-3-drawer-wardrobe-black-wood-grain|https://murphyfurniture.ie/49644-large_default/100-101-058-lisbon-3-drawer-wardrobe-black-wood-grain.jpg|"Lisbon 3 Door Wardrobe - Black  Wood Grain"|"The Lisbon 3 door wardrobe has a black wood grain finish. Inside the double doors is a hanging rail with a shelf below it and 2 drawers, one of which is lockable. Behind the third door are 4 shelves, perfect for all your folded items. Other features include metal handles, drawer runners and a mirrored finish to one of the doors  
Dimensions W x D x H:

Wardrobe: 1200 x 535 x 187 mm
Hanging Area W735 D490 H1370mm
Hanging Rail Height 1285mm
Door Size W370 H1740mm
Mirror Size W225 H1600mm
Anti-Tip Strap Included

Flat packed, assembly will be required. "|Furniture|new|"349 EUR"||Lisbon;3;Door;Wardrobe;-;Black;;Wood;Grain|436||"IE:::0 EUR"
58997||false|"Lisbon 3 Drawer Bedside Locker - Black  Wood Grain"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/100-103-037-lisbon-3-drawer-bedside-black-wood-grain|https://murphyfurniture.ie/49683-large_default/100-103-037-lisbon-3-drawer-bedside-black-wood-grain.jpg|"Lisbon 3 Drawer Bedside Locker - Black  Wood Grain"|"This Lisbon drawer bedside locker boasts a black wood grain finish. It has 3 spacious drawers, perfect for bedroom storage. Smooth metal handles add to the modern look. The top of the cabinet is big enough to hold a bedside lamp, alarm clock or anything else you might need by your bed.Dimensions W x D x H: 

440 x 400 x 610 mm
Internal Drawer Space W270 D280 H100
Front Size Drawer W320 H160

Flat packed, assembly will be required. "|Furniture|new|"89 EUR"||Lisbon;3;Drawer;Bedside;Locker;-;Black;;Wood;Grain|436||"IE:::0 EUR"
59003||false|"Lisbon 3+2 Drawer Chest - Black  Wood Grain"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/100-102-067-lisbon-32-drawer-chest-black-wood-grain|https://murphyfurniture.ie/49786-large_default/100-102-067-lisbon-32-drawer-chest-black-wood-grain.jpg|"Lisbon 3+2 Drawer Chest - Black  Wood Grain"|"The Lisbon 3+2 drawer chest has a black wood grain finish. 3 wide drawers provide plenty of storage for your folded clothing, while the 2 smaller drawers at the top are perfect for smaller items. Silver handles finish off this chest beautifully.
Dimensions W X D X H:

805 x 400 x 1140 mm
Small Internal Drawer Space W300 D335 H145
Small Drawer Front Size W360 H255
Large Internal Drawer Space W670 D335 H145
Large Drawer Front Size W720 H255
Top Thickness 30
Anti-Tip Strap Included

Flat packed, assembly will be required. "|Furniture|new|"199 EUR"||Lisbon;3+2;Drawer;Chest;-;Black;;Wood;Grain|436||"IE:::0 EUR"
59027||false|"Ludlow 1+2 Dining Set - Grey/oak Effect"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/400-401-162-ludlow-12-dining-set-grey-oak-effect|https://murphyfurniture.ie/129976-large_default/400-401-162-ludlow-12-dining-set-grey-oak-effect.jpg|"Ludlow 1+2 Dining Set - Grey/Oak Effect"|"The Ludlow dining set has a modern design and it is made from high quality MDF and pine wood. The small dining table and 2 high back chairs have a grey and oak lacquer finish that will make your dining room more stylish and sophisticate. It can easily integrate into a variety of interior styles that may develop in years to come.
Dimensions W x D x H: 

Table - 800 x 800 x 750 mm
Chair - 390 x 440 x 885 mm

Product information:
Table:

Top Thickness 18 mm
Leg Thickness 70 X 30 mm
Height Below Frame 640 mm

Chair:

Seat Pad Size W390 D390 mm
Seat Pad Height 445 mm
Backrest Size H440 mm
Leg Thickness 55 X 25 mm

*Other furniture &amp; accessories not included.
Please measure your available space before ordering.
Easy assembly."|Furniture|new|"179 EUR"||Ludlow;1+2;Dining;Set;-;Grey/Oak;Effect|436||"IE:::0 EUR"
59028||false|"Ludlow 1+2 Dining Set - White/oak Effect"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/400-401-163-ludlow-12-dining-set-white-oak-effect|https://murphyfurniture.ie/50081-large_default/400-401-163-ludlow-12-dining-set-white-oak-effect.jpg|"Ludlow 1+2 Dining Set - White/Oak Effect"|"The Ludlow dining set has a modern design and it is made from high quality MDF and pine wood. The small dining table and 2 high back chairs have a white and oak lacquer finish that will make your dining room more stylish and sophisticate. It can easily integrate into a variety of interior styles that may develop in years to come.
Dimensions W x D x H: 
Table - 800 x 800 x 750 mm
Chair - 390 x 440 x 885 mm
Product information:
Table:
Top Thickness 18 mm
Leg Thickness 70 X 30 mm
Height Below Frame 640 mm
Chair:
Seat Pad Size W390 D390 mm
Seat Pad Height 445 mm
Backrest Size H440 mm
Leg Thickness 55 X 25 mm
*Other furniture &amp; accessories not included.
Please measure your available space before ordering.
Easy assembly."|Furniture|new|"179 EUR"||Ludlow;1+2;Dining;Set;-;White/Oak;Effect|436||"IE:::0 EUR"
59029||false|"Ludlow 1+4 Dining Set - White/oak Effect"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/400-401-107-ludlow-14-dining-set-white-oak-effect|https://murphyfurniture.ie/50093-large_default/400-401-107-ludlow-14-dining-set-white-oak-effect.jpg|"Ludlow 1+4 Dining Set - White/Oak Effect"|"The Ludlow dining set has a modern design and it is made from high quality MDF and pine wood. The rectangle dining table and 4 high back chairs have a white and oak lacquer finish that will make your dining room more stylish and sophisticate. It can easily integrate into a variety of interior styles that may develop in years to come.
Dimensions W x D x H:

Table - 1100 x 800 x 755 mm
Chair - 390 x 445 x 990 mm

*Other furniture &amp; accessories not included.
Please measure your available space before ordering.
Easy assembly."|Furniture|new|"229 EUR"||Ludlow;1+4;Dining;Set;-;White/Oak;Effect|436||"IE:::0 EUR"
59030||false|"Ludlow 1+6 Dining Set - White/oak Effect"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/400-401-137-ludlow-16-dining-set-white-oak-effect|https://murphyfurniture.ie/154402-large_default/400-401-137-ludlow-16-dining-set-white-oak-effect.jpg|"Ludlow 1+6 Dining Set - White/Oak Effect"|"The Ludlow dining set offers a modern, elegant design crafted from high-quality MDF and solid pine wood. Featuring a spacious rectangular dining table and six high-back chairs, this set is finished in a fresh white and oak lacquer that adds a stylish, sophisticated touch to any dining space. Designed to suit a variety of interior styles, the Ludlow dining set is both functional and timeless, making it ideal for everyday meals and entertaining guests.
Key Features:

Modern design with a stylish white and oak lacquer finish
Durable MDF and pine wood construction for long-lasting use
Rectangular dining table with six comfortable high-back chairs
Supportive seating with high backrests for added comfort
Timeless aesthetic that complements a range of interiors

Dimensions (W x D x H):
Table:

1400 x 800 x 755 mm
Top thickness: 20 mm
Leg thickness: 65 x 40 mm
Height below frame: 640 mm

Chairs:

390 x 445 x 990 mm
Seat pad size: 390 x 410 mm
Seat pad height: 450 mm
Backrest height: 540 mm
Leg thickness: 45 x 25 mm

Easy assembly."|Furniture|new|"369 EUR"||Ludlow;1+6;Dining;Set;-;White/Oak;Effect|436||"IE:::0 EUR"
59052||false|"Maya 4ft Bedframe - Distressed Waxed Pine"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/200-202-010-maya-4ft-bedframe-distressed-waxed-pine|https://murphyfurniture.ie/50365-large_default/200-202-010-maya-4ft-bedframe-distressed-waxed-pine.jpg|"Maya 4FT Bedframe - Distressed Waxed Pine"|"A sturdy bed frame with a striking headboard, the simple, classic design means this Maya 4'0 bedframe will look good in any style of bedroom. A distressed waxed pine finish adds a warm glow that will accentuate any bedroom environment.
Dimensions W x D x H: 1300 x 1980 x 850 mm
Product information:
Height Below Siderail 270
Height of Bed Base 305
Height Below Bed Base 295
Footboard Post Height 400
Footboard Centre Height 355
Headboard Centre Height 820
Post Thickness 65 X 40
Slat Quantity X 12
Slat Size 70 X 12
Support Leg Centre
*Other furniture &amp; accessories not included.
Please measure your available space before ordering.
Flat packed, assembly will be required."|Furniture|new|"189 EUR"||Maya;4FT;Bedframe;-;Distressed;Waxed;Pine|436||"IE:::0 EUR"
59073||false|"Monaco 3ft High End Bedframe - White"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/200-201-019-monaco-3ft-high-end-bedframe-white|https://murphyfurniture.ie/163262-large_default/200-201-019-monaco-3ft-high-end-bedframe-white.jpg|"Monaco 3FT White High End Bedframe | Murphy Furniture"|"Built to last from solid pine timbers, the Monaco High Foot End Bedframe is an affordable and stylish centrepiece for any bedroom. Finished in a sleek, clean white, it features matching headboard and footboard panels with vertical slats and oversized oak plinths for a refined, timeless look. The strong pine slatted base offers excellent mattress support while allowing air to circulate for a cool and comfortable night’s sleep. Combining durability, elegance, and unbeatable value, the Monaco bedframe is a standout choice for style-conscious shoppers.
Key Features:

Solid pine construction for lasting strength
Clean white painted finish for a contemporary look
Matching headboard and footboard with vertical slats
Oversized oak plinths add classic character
Pine slatted base enhances airflow and mattress support
Stylish and affordable – excellent value

Dimensions W x D x H: 1025 x 2040 x 1025 mm
Flat packed, assembly will be required."|Furniture|new|"199 EUR"||Monaco;3FT;High;End;Bedframe;-;White|436||"IE:::0 EUR"
59076||false|"Monaco 3ft Low End Bedframe - White"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/200-201-021-monaco-3ft-low-end-bedframe-white|https://murphyfurniture.ie/163258-large_default/200-201-021-monaco-3ft-low-end-bedframe-white.jpg|"Monaco 3FT Low End Bedframe - White"|"Built to last from solid pine timbers, the Monaco Low Foot End Bedframe is an affordable and stylish addition to any bedroom. Finished in a clean white tone, it features a slatted headboard and oversized oak plinths on both ends for a touch of elegance and timeless appeal. Strong pine slats provide a robust base for your mattress while allowing airflow for a cool and comfortable night’s sleep. Perfectly blending durability and design, the Monaco bedframe offers exceptional value without compromising on quality or style.
Key Features:

Solid pine construction for long-lasting durability
Clean white painted finish to suit contemporary spaces
Oversized oak plinths for added style and contrast
Slatted headboard for a classic touch
Pine slatted base promotes airflow and mattress support
Great value without compromising on quality

Dimensions W x D x H: 1025 x 2040 x 1025 mm
Flat packed, will require assembly."|Furniture|new|"189 EUR"||Monaco;3FT;Low;End;Bedframe;-;White|436||"IE:::0 EUR"
59077||false|"Monaco 4ft High End Bed - White"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/200-202-011-monaco-4ft-high-end-bedframe-white|https://murphyfurniture.ie/163248-large_default/200-202-011-monaco-4ft-high-end-bedframe-white.jpg|"Monaco 4FT High End Bed - White"|"Built to last from solid pine timbers, the Monaco High Foot End Bedframe is an affordable and stylish centrepiece for any bedroom. Finished in a sleek, clean white, it features matching headboard and footboard panels with vertical slats and oversized oak plinths for a refined, timeless look. The strong pine slatted base offers excellent mattress support while allowing air to circulate for a cool and comfortable night’s sleep. Combining durability, elegance, and unbeatable value, the Monaco bedframe is a standout choice for style-conscious shoppers.
Key Features:

Solid pine construction for lasting strength
Clean white painted finish for a contemporary look
Matching headboard and footboard with vertical slats
Oversized oak plinths add classic character
Pine slatted base enhances airflow and mattress support
Stylish and affordable – excellent value

Dimensions W x D x H: 1320 x 2050 x 1025 mm
Flat packed, assembly will be required."|Furniture|new|"239 EUR"||Monaco;4FT;High;End;Bed;-;White|436||"IE:::0 EUR"
59079||false|"Monaco 4ft6 High End Bed - White"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/200-203-027-monaco-4ft6-high-end-bedframe-white|https://murphyfurniture.ie/163239-large_default/200-203-027-monaco-4ft6-high-end-bedframe-white.jpg|"Monaco 4FT6 High End Bed - White"|"Built to last from solid pine timbers, the Monaco High Foot End Bedframe is an affordable and stylish centrepiece for any bedroom. Finished in a sleek, clean white, it features matching headboard and footboard panels with vertical slats and oversized oak plinths for a refined, timeless look. The strong pine slatted base offers excellent mattress support while allowing air to circulate for a cool and comfortable night’s sleep. Combining durability, elegance, and unbeatable value, the Monaco bedframe is a standout choice for style-conscious shoppers.
Key Features:

Solid pine construction for lasting strength
Clean white painted finish for a contemporary look
Matching headboard and footboard with vertical slats
Oversized oak plinths add classic character
Pine slatted base enhances airflow and mattress support
Stylish and affordable – excellent value

Dimensions W x D x H: 1480 x 2040 x 1025 mm
Flat packed, assembly will be required."|Furniture|new|"259 EUR"||Monaco;4FT6;High;End;Bed;-;White|436||"IE:::0 EUR"
59083||false|"Monaco 4ft6 Low End Bed Set - White (bed & Mattress)"|in_stock||"In Stock"|https://murphyfurniture.ie/furniture-shop/monaco-4ft6-low-end-bed-set-white-bed-mattress|https://murphyfurniture.ie/163238-large_default/monaco-4ft6-low-end-bed-set-white-bed-mattress.jpg|"Monaco 4ft6 Low End Bed Set - White (Bed & Mattress)"|"The Monaco Low Foot End Bedframe with Sleep Tech Plus Mattress offers the perfect blend of classic design, durability, and value. Crafted from solid pine timbers, this stylish bedframe features oversized oak plinths and a slatted headboard, available in grey or white finishes to suit a variety of interior styles. The strong pine slats ensure a sturdy base and improved airflow, helping to keep you cool and comfortable throughout the night.
Paired with the Sleep Zone Sleep Tech Plus mattress, this set provides enhanced support and comfort at a great price. Featuring 9-inch Bonnell springs, the mattress delivers a balanced medium/firm feel, making it ideal for children, teenagers, or guest bedrooms.
Key Features:

Solid pine construction for lasting durability
Grey or white finish with oak plinths for timeless style
Slatted headboard and low foot end design
Pine slats for mattress ventilation and support
Sleep Tech Plus mattress with 9-inch Bonnell springs
Medium/firm comfort level ideal for everyday use
Exceptional value without compromising quality

Dimensions W x D x H: 1480 x 2040 x 1025 mm
Easy assembly. "|Furniture|new|"449 EUR"||Monaco;4ft6;Low;End;Bed;Set;-;White;(Bed;&;Mattress)|436||"IE:::0 EUR"
